date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:50:57	931/931	---M--	200	added ('OK')	text/css	etag:%223a3-59b8fc096c598%22	http://localhost/wpZoo.com/wp-content/themes/astra/assets/css/minified/compatibility/contact-form-7.min.css?ver=2.2.1	C:/My%20Web%20Sites/wpzoo/localhost/wpZoo.com/wp-content/themes/astra/assets/css/minified/compatibility/contact-form-7.min77e6.css	(from http://localhost/wpZoo.com/)
13:50:57	24741/24741	---M--	200	added ('OK')	text/css	etag:%2260a5-59b8fe5826bcb%22	http://localhost/wpZoo.com/wp-content/plugins/wpforms-lite/assets/css/wpforms-base.css?ver=1.5.7	C:/My%20Web%20Sites/wpzoo/localhost/wpZoo.com/wp-content/plugins/wpforms-lite/assets/css/wpforms-base00e2.css	(from http://localhost/wpZoo.com/)
13:50:58	778/778	---M--	200	added ('OK')	text/css	etag:%2230a-59b8fe4748722%22	http://localhost/wpZoo.com/wp-content/plugins/header-footer-elementor/assets/css/header-footer-elementor.css?ver=1.2.2	C:/My%20Web%20Sites/wpzoo/localhost/wpZoo.com/wp-content/plugins/header-footer-elementor/assets/css/header-footer-elementor8d1e.css	(from http://localhost/wpZoo.com/)
13:50:58	14983/14983	---M--	200	added ('OK')	text/css	etag:%223a87-59b8fe385fb64%22	http://localhost/wpZoo.com/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.5.0	C:/My%20Web%20Sites/wpzoo/localhost/wpZoo.com/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.mindeba.css	(from http://localhost/wpZoo.com/)
13:50:59	18468/18468	---M--	200	added ('OK')	text/css	etag:%224824-59b8fe37e9aff%22	http://localhost/wpZoo.com/wp-content/plugins/elementor/assets/lib/animations/animations.min.css?ver=2.8.3	C:/My%20Web%20Sites/wpzoo/localhost/wpZoo.com/wp-content/plugins/elementor/assets/lib/animations/animations.minf7ff.css	(from http://localhost/wpZoo.com/)
13:51:00	104269/104269	---M--	200	added ('OK')	text/css	etag:%221974d-59b8fe3666a5e%22	http://localhost/wpZoo.com/wp-content/plugins/elementor/assets/css/frontend.min.css?ver=2.8.3	C:/My%20Web%20Sites/wpzoo/localhost/wpZoo.com/wp-content/plugins/elementor/assets/css/frontend.minf7ff.css	(from http://localhost/wpZoo.com/)
13:51:01	55967/55967	---M--	200	added ('OK')	text/css	etag:%22da9f-59b8fe3883274%22	http://localhost/wpZoo.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.7.0	C:/My%20Web%20Sites/wpzoo/localhost/wpZoo.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min3088.css	(from http://localhost/wpZoo.com/)
13:51:03	26625/26625	---M--	200	added ('OK')	text/css	etag:%226801-59b8fe38963f4%22	http://localhost/wpZoo.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/v4-shims.min.css?ver=3.7.0	C:/My%20Web%20Sites/wpzoo/localhost/wpZoo.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/v4-shims.min3088.css	(from http://localhost/wpZoo.com/)
13:51:04	139/139	---M--	200	added ('OK')	text/css	etag:%228b-59b9008d5408c%22	http://localhost/wpZoo.com/wp-content/uploads/elementor/css/global.css?ver=1578417809	C:/My%20Web%20Sites/wpzoo/localhost/wpZoo.com/wp-content/uploads/elementor/css/global21db.css	(from http://localhost/wpZoo.com/)
13:51:04	17161/17161	---M--	200	added ('OK')	text/css	etag:%224309-59cf063547dd8%22	http://localhost/wpZoo.com/wp-content/uploads/elementor/css/post-11.css?ver=1579931156	C:/My%20Web%20Sites/wpzoo/localhost/wpZoo.com/wp-content/uploads/elementor/css/post-117e2c.css	(from http://localhost/wpZoo.com/)
13:51:05	9805/9805	---M--	200	added ('OK')	text/css	etag:%22264d-59bdc931d4449%22	http://localhost/wpZoo.com/wp-content/uploads/elementor/css/post-108.css?ver=1578746546	C:/My%20Web%20Sites/wpzoo/localhost/wpZoo.com/wp-content/uploads/elementor/css/post-1089d34.css	(from http://localhost/wpZoo.com/)
13:51:05	54540/54540	---M--	200	added ('OK')	text/css	etag:%22d50c-59b8fe388cf1f%22	http://localhost/wpZoo.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min.css?ver=5.9.0	C:/My%20Web%20Sites/wpzoo/localhost/wpZoo.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.minad76.css	(from http://localhost/wpZoo.com/)
13:51:07	667/667	---M--	200	added ('OK')	text/css	etag:%2229b-59b8fe389159f%22	http://localhost/wpZoo.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min.css?ver=5.9.0	C:/My%20Web%20Sites/wpzoo/localhost/wpZoo.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.minad76.css	(from http://localhost/wpZoo.com/)
13:51:07	660/660	---M--	200	added ('OK')	text/css	etag:%22294-59b8fe38851c9%22	http://localhost/wpZoo.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min.css?ver=5.9.0	C:/My%20Web%20Sites/wpzoo/localhost/wpZoo.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.minad76.css	(from http://localhost/wpZoo.com/)
13:51:08	675/675	---M--	200	added ('OK')	text/css	etag:%222a3-59b8fe388dec9%22	http://localhost/wpZoo.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/regular.min.css?ver=5.9.0	C:/My%20Web%20Sites/wpzoo/localhost/wpZoo.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/regular.minad76.css	(from http://localhost/wpZoo.com/)
13:51:10	10056/10056	---M--	200	added ('OK')	application/javascript	etag:%222748-5333ff613c400%22	http://localhost/wpZoo.com/wp-includes/js/jquery/jquery-migrate.min.js?ver=1.4.1	C:/My%20Web%20Sites/wpzoo/localhost/wpZoo.com/wp-includes/js/jquery/jquery-migrate.min330a.js	(from http://localhost/wpZoo.com/)
13:51:10	822/822	---M--	200	added ('OK')	text/xml	date:Sat,%2025%20Jan%202020%2005:51:09%20GMT	http://localhost/wpZoo.com/xmlrpc.php?rsd	C:/My%20Web%20Sites/wpzoo/localhost/wpZoo.com/xmlrpc0db0.php	(from http://localhost/wpZoo.com/)
13:51:11	1045/1045	---M--	200	added ('OK')	application/xml	etag:%22415-4ed4785da9bc0%22	http://localhost/wpZoo.com/wp-includes/wlwmanifest.xml	C:/My%20Web%20Sites/wpzoo/localhost/wpZoo.com/wp-includes/wlwmanifest.xml	(from http://localhost/wpZoo.com/)
13:51:11	14974/14974	---M--	200	added ('OK')	application/javascript	etag:%223a7e-59b8fe38b15da%22	http://localhost/wpZoo.com/wp-content/plugins/elementor/assets/lib/font-awesome/js/v4-shims.min.js?ver=3.7.0	C:/My%20Web%20Sites/wpzoo/localhost/wpZoo.com/wp-content/plugins/elementor/assets/lib/font-awesome/js/v4-shims.min3088.js	(from http://localhost/wpZoo.com/)
13:51:12	96873/96873	---M--	200	added ('OK')	application/javascript	etag:%2217a69-5890dc7401880%22	http://localhost/wpZoo.com/wp-includes/js/jquery/jquery.js?ver=1.12.4-wp	C:/My%20Web%20Sites/wpzoo/localhost/wpZoo.com/wp-includes/js/jquery/jquery4a5f.js	(from http://localhost/wpZoo.com/)
13:51:12	2199/2199	---M--	200	added ('OK')	application/json	date:Sat,%2025%20Jan%202020%2005:51:11%20GMT	http://localhost/wpZoo.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2FwpZoo.com%2F	C:/My%20Web%20Sites/wpzoo/localhost/wpZoo.com/wp-json/oembed/1.0/embed658d.json	(from http://localhost/wpZoo.com/)
13:51:13	2294/2294	---M--	200	added ('OK')	text/xml	date:Sat,%2025%20Jan%202020%2005:51:12%20GMT	http://localhost/wpZoo.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2FwpZoo.com%2F&format=xml	C:/My%20Web%20Sites/wpzoo/localhost/wpZoo.com/wp-json/oembed/1.0/embed4436	(from http://localhost/wpZoo.com/)
13:51:18	32339/32339	---M--	200	added ('OK')	image/jpeg	etag:%227e53-59bd79ebcc7e1%22	http://localhost/wpZoo.com/wp-content/uploads/elementor/thumbs/wolf-62898_1920-ojhziqo0ookbhj2ay3k14wr639sank2qnpv4v53mvc.jpg	C:/My%20Web%20Sites/wpzoo/localhost/wpZoo.com/wp-content/uploads/elementor/thumbs/wolf-62898_1920-ojhziqo0ookbhj2ay3k14wr639sank2qnpv4v53mvc.jpg	(from http://localhost/wpZoo.com/)
13:51:19	35647/35647	---M--	200	added ('OK')	image/jpeg	etag:%228b3f-59bd79f732eab%22	http://localhost/wpZoo.com/wp-content/uploads/elementor/thumbs/peacock-816981_1920-ojhzjcab1vdwwk6wfuwg89arr4tqklgkeovawi7kw8.jpg	C:/My%20Web%20Sites/wpzoo/localhost/wpZoo.com/wp-content/uploads/elementor/thumbs/peacock-816981_1920-ojhzjcab1vdwwk6wfuwg89arr4tqklgkeovawi7kw8.jpg	(from http://localhost/wpZoo.com/)
13:51:20	10335/10335	---M--	200	added ('OK')	application/javascript	etag:%22285f-59b8fc0af5eaa%22	http://localhost/wpZoo.com/wp-content/themes/astra/assets/js/minified/style.min.js?ver=2.2.1	C:/My%20Web%20Sites/wpzoo/localhost/wpZoo.com/wp-content/themes/astra/assets/js/minified/style.min77e6.js	(from http://localhost/wpZoo.com/)
13:51:20	77989/77989	---MC-	200	added ('OK')	application/json	date:Sat,%2025%20Jan%202020%2005:51:10%20GMT	http://localhost/wpZoo.com/wp-json/	C:/My%20Web%20Sites/wpzoo/localhost/wpZoo.com/wp-json/index.html	(from http://localhost/wpZoo.com/)
13:51:25	64550/64550	---MC-	200	added ('OK')	text/html	date:Sat,%2025%20Jan%202020%2005:51:19%20GMT	http://localhost/wpZoo.com/about/	C:/My%20Web%20Sites/wpzoo/localhost/wpZoo.com/about/index.html	(from http://localhost/wpZoo.com/)
13:51:25	63590/63590	---MC-	200	added ('OK')	text/html	date:Sat,%2025%20Jan%202020%2005:51:20%20GMT	http://localhost/wpZoo.com/services/	C:/My%20Web%20Sites/wpzoo/localhost/wpZoo.com/services/index.html	(from http://localhost/wpZoo.com/)
13:51:26	1399/1399	---M--	200	added ('OK')	application/javascript	etag:%22577-5942f1cbbd980%22	http://localhost/wpZoo.com/wp-includes/js/wp-embed.min.js?ver=5.3.2	C:/My%20Web%20Sites/wpzoo/localhost/wpZoo.com/wp-includes/js/wp-embed.min9dff.js	(from http://localhost/wpZoo.com/)
13:51:26	14440/14440	---M--	200	added ('OK')	application/javascript	etag:%223868-59b8fd6dbe170%22	http://localhost/wpZoo.com/wp-content/plugins/contact-form-7/includes/js/scripts.js?ver=5.1.6	C:/My%20Web%20Sites/wpzoo/localhost/wpZoo.com/wp-content/plugins/contact-form-7/includes/js/scriptsb62d.js	(from http://localhost/wpZoo.com/)
13:51:26	63076/63076	---M--	200	added ('OK')	image/jpeg	etag:%22f664-59bd79da8ede2%22	http://localhost/wpZoo.com/wp-content/uploads/elementor/thumbs/tiger-165189_1280-ojhzj9gshda1xqazwbokis0dyz7mxi5deawugobrew.jpg	C:/My%20Web%20Sites/wpzoo/localhost/wpZoo.com/wp-content/uploads/elementor/thumbs/tiger-165189_1280-ojhzj9gshda1xqazwbokis0dyz7mxi5deawugobrew.jpg	(from http://localhost/wpZoo.com/)
13:51:31	61238/61238	---MC-	200	added ('OK')	text/html	date:Sat,%2025%20Jan%202020%2005:51:25%20GMT	http://localhost/wpZoo.com/projects/	C:/My%20Web%20Sites/wpzoo/localhost/wpZoo.com/projects/index.html	(from http://localhost/wpZoo.com/)
13:51:31	57800/57800	---MC-	200	added ('OK')	text/html	date:Sat,%2025%20Jan%202020%2005:51:26%20GMT	http://localhost/wpZoo.com/contact/	C:/My%20Web%20Sites/wpzoo/localhost/wpZoo.com/contact/index.html	(from http://localhost/wpZoo.com/)
13:51:32	6482/6482	---M--	200	added ('OK')	application/javascript	etag:%221952-59430f471e800%22	http://localhost/wpZoo.com/wp-includes/js/jquery/ui/position.min.js?ver=1.11.4	C:/My%20Web%20Sites/wpzoo/localhost/wpZoo.com/wp-includes/js/jquery/ui/position.mine899.js	(from http://localhost/wpZoo.com/)
13:51:33	10681/10681	---M--	200	added ('OK')	application/javascript	etag:%2229b9-59b8fe3806ef7%22	http://localhost/wpZoo.com/wp-content/plugins/elementor/assets/lib/dialog/dialog.min.js?ver=4.7.3	C:/My%20Web%20Sites/wpzoo/localhost/wpZoo.com/wp-content/plugins/elementor/assets/lib/dialog/dialog.minfe9d.js	(from http://localhost/wpZoo.com/)
13:51:34	12198/12198	---M--	200	added ('OK')	application/javascript	etag:%222fa6-59b8fe398fd69%22	http://localhost/wpZoo.com/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min.js?ver=4.0.2	C:/My%20Web%20Sites/wpzoo/localhost/wpZoo.com/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min05da.js	(from http://localhost/wpZoo.com/)
13:51:35	847/847	---M--	200	added ('OK')	image/gif	etag:%2234f-59b8fd6d7e330%22	http://localhost/wpZoo.com/wp-content/plugins/contact-form-7/images/ajax-loader.gif	C:/My%20Web%20Sites/wpzoo/localhost/wpZoo.com/wp-content/plugins/contact-form-7/images/ajax-loader.gif	(from http://localhost/wpZoo.com/wp-content/plugins/contact-form-7/includes/css/styles.css?ver=5.1.6)
13:51:38	59625/59625	---M--	200	added ('OK')	application/javascript	etag:%22e8e9-59b8fe37b5d65%22	http://localhost/wpZoo.com/wp-content/plugins/elementor/assets/js/frontend-modules.min.js?ver=2.8.3	C:/My%20Web%20Sites/wpzoo/localhost/wpZoo.com/wp-content/plugins/elementor/assets/js/frontend-modules.minf7ff.js	(from http://localhost/wpZoo.com/)
13:51:48	94508/94508	---M--	200	added ('OK')	application/javascript	etag:%221712c-59b8fe37cd96d%22	http://localhost/wpZoo.com/wp-content/plugins/elementor/assets/js/frontend.min.js?ver=2.8.3	C:/My%20Web%20Sites/wpzoo/localhost/wpZoo.com/wp-content/plugins/elementor/assets/js/frontend.minf7ff.js	(from http://localhost/wpZoo.com/)
13:51:50	72716/72716	---M--	200	added ('OK')	font/woff2	etag:%2211c0c-59b8fe38699e9%22	http://localhost/wpZoo.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.woff2?5.5.0	C:/My%20Web%20Sites/wpzoo/localhost/wpZoo.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eiconsdb5f.woff2	(from http://localhost/wpZoo.com/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.5.0)
13:51:52	125578/125578	---M--	200	added ('OK')	application/javascript	etag:%221ea8a-59b8fe395251b%22	http://localhost/wpZoo.com/wp-content/plugins/elementor/assets/lib/swiper/swiper.min.js?ver=4.4.6	C:/My%20Web%20Sites/wpzoo/localhost/wpZoo.com/wp-content/plugins/elementor/assets/lib/swiper/swiper.min4f24.js	(from http://localhost/wpZoo.com/)
13:51:52	241506/241506	---M--	200	added ('OK')	image/svg+xml	etag:%223af62-59b8fe3864b54%22	http://localhost/wpZoo.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.svg?5.5.0	C:/My%20Web%20Sites/wpzoo/localhost/wpZoo.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eiconsdb5f.svg	(from http://localhost/wpZoo.com/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.5.0)
13:52:02	166340/166340	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22289c4-59b8fe386228d%22	http://localhost/wpZoo.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.eot?5.5.0	C:/My%20Web%20Sites/wpzoo/localhost/wpZoo.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eiconsdb5f.eot	(from http://localhost/wpZoo.com/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.5.0)
13:52:03	88332/88332	---M--	200	added ('OK')	font/woff	etag:%221590c-59b8fe38681d2%22	http://localhost/wpZoo.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.woff?5.5.0	C:/My%20Web%20Sites/wpzoo/localhost/wpZoo.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eiconsdb5f.woff	(from http://localhost/wpZoo.com/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.5.0)
13:52:14	74508/74508	---M--	200	added ('OK')	font/woff2	etag:%221230c-59b8fe38c6a15%22	http://localhost/wpZoo.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.woff2	C:/My%20Web%20Sites/wpzoo/localhost/wpZoo.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.woff2	(from http://localhost/wpZoo.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.7.0)
13:52:14	129352/129352	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%221f948-59b8fe38bd807%22	http://localhost/wpZoo.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.eot	C:/My%20Web%20Sites/wpzoo/localhost/wpZoo.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.eot	(from http://localhost/wpZoo.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.7.0)
13:52:17	166180/166180	---M--	200	added ('OK')	font/ttf	etag:%2228924-59b8fe3866b88%22	http://localhost/wpZoo.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.ttf?5.5.0	C:/My%20Web%20Sites/wpzoo/localhost/wpZoo.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eiconsdb5f.ttf	(from http://localhost/wpZoo.com/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.5.0)
13:52:18	689922/689922	---M--	200	added ('OK')	image/svg+xml	etag:%22a8702-59b8fe38c1699%22	http://localhost/wpZoo.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.svg	C:/My%20Web%20Sites/wpzoo/localhost/wpZoo.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.svg	(from http://localhost/wpZoo.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.7.0)
13:52:24	34388/34388	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%228654-59b8fe38c8589%22	http://localhost/wpZoo.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.eot	C:/My%20Web%20Sites/wpzoo/localhost/wpZoo.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.eot	(from http://localhost/wpZoo.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.7.0)
13:52:24	129352/129352	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%221f948-59b8fe38bd807%22	http://localhost/wpZoo.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.eot?	C:/My%20Web%20Sites/wpzoo/localhost/wpZoo.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400d41d.eot	(from http://localhost/wpZoo.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.7.0)
13:52:26	13580/13580	---M--	200	added ('OK')	font/woff2	etag:%22350c-59b8fe38d08a9%22	http://localhost/wpZoo.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.woff2	C:/My%20Web%20Sites/wpzoo/localhost/wpZoo.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.woff2	(from http://localhost/wpZoo.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.7.0)
13:52:28	87352/87352	---M--	200	added ('OK')	font/woff	etag:%2215538-59b8fe38c5298%22	http://localhost/wpZoo.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.woff	C:/My%20Web%20Sites/wpzoo/localhost/wpZoo.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.woff	(from http://localhost/wpZoo.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.7.0)
13:52:29	16804/16804	---M--	200	added ('OK')	font/woff	etag:%2241a4-59b8fe38ce589%22	http://localhost/wpZoo.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.woff	C:/My%20Web%20Sites/wpzoo/localhost/wpZoo.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.woff	(from http://localhost/wpZoo.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.7.0)
13:52:29	144451/144451	---M--	200	added ('OK')	image/svg+xml	etag:%2223443-59b8fe38caac7%22	http://localhost/wpZoo.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.svg	C:/My%20Web%20Sites/wpzoo/localhost/wpZoo.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.svg	(from http://localhost/wpZoo.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.7.0)
13:52:30	34388/34388	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%228654-59b8fe38c8589%22	http://localhost/wpZoo.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.eot?	C:/My%20Web%20Sites/wpzoo/localhost/wpZoo.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400d41d.eot	(from http://localhost/wpZoo.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.7.0)
13:52:35	34092/34092	---M--	200	added ('OK')	font/ttf	etag:%22852c-59b8fe38cca00%22	http://localhost/wpZoo.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.ttf	C:/My%20Web%20Sites/wpzoo/localhost/wpZoo.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.ttf	(from http://localhost/wpZoo.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.7.0)
13:52:36	129048/129048	---M--	200	added ('OK')	font/ttf	etag:%221f818-59b8fe38c39d9%22	http://localhost/wpZoo.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.ttf	C:/My%20Web%20Sites/wpzoo/localhost/wpZoo.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.ttf	(from http://localhost/wpZoo.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.7.0)
13:52:42	75440/75440	---M--	200	added ('OK')	font/woff2	etag:%22126b0-59b8fe38dd122%22	http://localhost/wpZoo.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.woff2	C:/My%20Web%20Sites/wpzoo/localhost/wpZoo.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.woff2	(from http://localhost/wpZoo.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.7.0)
13:52:51	98020/98020	---M--	200	added ('OK')	font/woff	etag:%2217ee4-59b8fe38db2a8%22	http://localhost/wpZoo.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.woff	C:/My%20Web%20Sites/wpzoo/localhost/wpZoo.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.woff	(from http://localhost/wpZoo.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.7.0)
13:52:51	839388/839388	---M--	200	added ('OK')	image/svg+xml	etag:%22ccedc-59b8fe38d77e5%22	http://localhost/wpZoo.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.svg	C:/My%20Web%20Sites/wpzoo/localhost/wpZoo.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.svg	(from http://localhost/wpZoo.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.7.0)
13:53:01	192116/192116	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%222ee74-59b8fe38d2970%22	http://localhost/wpZoo.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.eot	C:/My%20Web%20Sites/wpzoo/localhost/wpZoo.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.eot	(from http://localhost/wpZoo.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.7.0)
